Iteration: 1 | Loss: 2.30211735328 | Training accuracy: 0.0799999982119% | Test accuracy: 0.107000008225%
Iteration: 513 | Loss: 2.30118867556 | Training accuracy: 0.109999999404% | Test accuracy: 0.0960000008345%
Iteration: 514 | Loss: 2.3011883386 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 515 | Loss: 2.30118954062 | Training accuracy: 0.119999997318% | Test accuracy: 0.126000002027%
Iteration: 516 | Loss: 2.30118952552 | Training accuracy: 0.129999995232% | Test accuracy: 0.11400000751%
Iteration: 517 | Loss: 2.30118787487 | Training accuracy: 0.0999999940395% | Test accuracy: 0.110000006855%
Iteration: 518 | Loss: 2.30119366566 | Training accuracy: 0.149999991059% | Test accuracy: 0.120000004768%
Iteration: 519 | Loss: 2.30119084636 | Training accuracy: 0.0799999982119% | Test accuracy: 0.125%
Iteration: 520 | Loss: 2.30118406256 | Training accuracy: 0.219999998808% | Test accuracy: 0.113000005484%
Iteration: 521 | Loss: 2.30118678689 | Training accuracy: 0.0799999982119% | Test accuracy: 0.104000002146%
Iteration: 522 | Loss: 2.30118726651 | Training accuracy: 0.109999999404% | Test accuracy: 0.106000006199%
Iteration: 523 | Loss: 2.30118901889 | Training accuracy: 0.170000001788% | Test accuracy: 0.106000006199%
Iteration: 524 | Loss: 2.30118654648 | Training accuracy: 0.109999999404% | Test accuracy: 0.12800000608%
Iteration: 525 | Loss: 2.30118821065 | Training accuracy: 0.159999996424% | Test accuracy: 0.108000002801%
Iteration: 526 | Loss: 2.30118834496 | Training accuracy: 0.109999999404% | Test accuracy: 0.124000005424%
Iteration: 527 | Loss: 2.30118533611 | Training accuracy: 0.109999999404% | Test accuracy: 0.106000006199%
Iteration: 528 | Loss: 2.30118775407 | Training accuracy: 0.0799999982119% | Test accuracy: 0.12800000608%
Iteration: 529 | Loss: 2.30118744055 | Training accuracy: 0.0399999991059% | Test accuracy: 0.115000002086%
Iteration: 530 | Loss: 2.30118926605 | Training accuracy: 0.109999999404% | Test accuracy: 0.111000008881%
Iteration: 531 | Loss: 2.30118809263 | Training accuracy: 0.109999999404% | Test accuracy: 0.11400000751%
Iteration: 532 | Loss: 2.30118623336 | Training accuracy: 0.159999996424% | Test accuracy: 0.113000005484%
Iteration: 533 | Loss: 2.30118879875 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 534 | Loss: 2.30118592024 | Training accuracy: 0.070000000298% | Test accuracy: 0.108000002801%
Iteration: 535 | Loss: 2.30118964513 | Training accuracy: 0.0999999940395% | Test accuracy: 0.108000002801%
Iteration: 536 | Loss: 2.30118936261 | Training accuracy: 0.119999997318% | Test accuracy: 0.112000003457%
Iteration: 537 | Loss: 2.30118700425 | Training accuracy: 0.0799999982119% | Test accuracy: 0.104000002146%
Iteration: 538 | Loss: 2.30118737618 | Training accuracy: 0.0999999940395% | Test accuracy: 0.123000003397%
Iteration: 539 | Loss: 2.30118970434 | Training accuracy: 0.0999999940395% | Test accuracy: 0.0870000049472%
Iteration: 540 | Loss: 2.30118803501 | Training accuracy: 0.0999999940395% | Test accuracy: 0.107000008225%
Iteration: 541 | Loss: 2.30118896405 | Training accuracy: 0.070000000298% | Test accuracy: 0.112000003457%
Iteration: 542 | Loss: 2.3011890161 | Training accuracy: 0.0899999961257% | Test accuracy: 0.121000006795%
Iteration: 543 | Loss: 2.30118773341 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 544 | Loss: 2.30118668238 | Training accuracy: 0.170000001788% | Test accuracy: 0.111000008881%
Iteration: 545 | Loss: 2.30118713339 | Training accuracy: 0.129999995232% | Test accuracy: 0.115000002086%
Iteration: 546 | Loss: 2.30118794084 | Training accuracy: 0.0899999961257% | Test accuracy: 0.097000002861%
Iteration: 547 | Loss: 2.30118913412 | Training accuracy: 0.119999997318% | Test accuracy: 0.124000005424%
Iteration: 548 | Loss: 2.30118780613 | Training accuracy: 0.170000001788% | Test accuracy: 0.122000008821%
Iteration: 549 | Loss: 2.30118942062 | Training accuracy: 0.109999999404% | Test accuracy: 0.124000005424%
Iteration: 550 | Loss: 2.30119144479 | Training accuracy: 0.129999995232% | Test accuracy: 0.118000008166%
Iteration: 551 | Loss: 2.30118411104 | Training accuracy: 0.170000001788% | Test accuracy: 0.112000003457%
Iteration: 552 | Loss: 2.30118938843 | Training accuracy: 0.119999997318% | Test accuracy: 0.117000006139%
Iteration: 553 | Loss: 2.3011881125 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 554 | Loss: 2.3011867702 | Training accuracy: 0.0899999961257% | Test accuracy: 0.124000005424%
Iteration: 555 | Loss: 2.30118920604 | Training accuracy: 0.109999999404% | Test accuracy: 0.115000002086%
Iteration: 556 | Loss: 2.30119261344 | Training accuracy: 0.0799999982119% | Test accuracy: 0.116000004113%
Iteration: 557 | Loss: 2.30118562539 | Training accuracy: 0.0899999961257% | Test accuracy: 0.108000002801%
Iteration: 558 | Loss: 2.30118517518 | Training accuracy: 0.0999999940395% | Test accuracy: 0.115000002086%
Iteration: 559 | Loss: 2.30118629456 | Training accuracy: 0.129999995232% | Test accuracy: 0.115000002086%
Iteration: 560 | Loss: 2.30119033098 | Training accuracy: 0.0599999986589% | Test accuracy: 0.117000006139%
Iteration: 561 | Loss: 2.30118956645 | Training accuracy: 0.119999997318% | Test accuracy: 0.126000002027%
Iteration: 562 | Loss: 2.30118845701 | Training accuracy: 0.0899999961257% | Test accuracy: 0.122000008821%
Iteration: 563 | Loss: 2.30118665338 | Training accuracy: 0.0999999940395% | Test accuracy: 0.12800000608%
Iteration: 564 | Loss: 2.30118720531 | Training accuracy: 0.119999997318% | Test accuracy: 0.118000008166%
Iteration: 565 | Loss: 2.3011889712 | Training accuracy: 0.149999991059% | Test accuracy: 0.121000006795%
Iteration: 566 | Loss: 2.30118851066 | Training accuracy: 0.109999999404% | Test accuracy: 0.109000004828%
Iteration: 567 | Loss: 2.30118712028 | Training accuracy: 0.0899999961257% | Test accuracy: 0.109000004828%
Iteration: 568 | Loss: 2.30118827144 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 569 | Loss: 2.3011876289 | Training accuracy: 0.119999997318% | Test accuracy: 0.0880000069737%
Iteration: 570 | Loss: 2.30118640701 | Training accuracy: 0.0999999940395% | Test accuracy: 0.123000003397%
Iteration: 571 | Loss: 2.30118940989 | Training accuracy: 0.0999999940395% | Test accuracy: 0.11400000751%
Iteration: 572 | Loss: 2.30118928472 | Training accuracy: 0.119999997318% | Test accuracy: 0.110000006855%
Iteration: 573 | Loss: 2.3011867249 | Training accuracy: 0.0799999982119% | Test accuracy: 0.119000002742%
Iteration: 574 | Loss: 2.30118632595 | Training accuracy: 0.070000000298% | Test accuracy: 0.102000005543%
Iteration: 575 | Loss: 2.30118831436 | Training accuracy: 0.149999991059% | Test accuracy: 0.105000004172%
Iteration: 576 | Loss: 2.30118824085 | Training accuracy: 0.129999995232% | Test accuracy: 0.117000006139%
Iteration: 577 | Loss: 2.30118655403 | Training accuracy: 0.0999999940395% | Test accuracy: 0.106000006199%
Iteration: 578 | Loss: 2.3011859413 | Training accuracy: 0.129999995232% | Test accuracy: 0.127000004053%
Iteration: 579 | Loss: 2.30118795276 | Training accuracy: 0.140000000596% | Test accuracy: 0.124000005424%
Iteration: 580 | Loss: 2.30118931651 | Training accuracy: 0.0899999961257% | Test accuracy: 0.120000004768%
Iteration: 581 | Loss: 2.30118824561 | Training accuracy: 0.119999997318% | Test accuracy: 0.121000006795%
Iteration: 582 | Loss: 2.30118740598 | Training accuracy: 0.140000000596% | Test accuracy: 0.097000002861%
Iteration: 583 | Loss: 2.30118657351 | Training accuracy: 0.0599999986589% | Test accuracy: 0.129000008106%
Iteration: 584 | Loss: 2.30118823568 | Training accuracy: 0.119999997318% | Test accuracy: 0.115000002086%
Iteration: 585 | Loss: 2.30118577719 | Training accuracy: 0.0999999940395% | Test accuracy: 0.124000005424%
Iteration: 586 | Loss: 2.30118764321 | Training accuracy: 0.129999995232% | Test accuracy: 0.097000002861%
Iteration: 587 | Loss: 2.30118413607 | Training accuracy: 0.149999991059% | Test accuracy: 0.126000002027%
Iteration: 588 | Loss: 2.30118913412 | Training accuracy: 0.159999996424% | Test accuracy: 0.134000003338%
Iteration: 589 | Loss: 2.30118869742 | Training accuracy: 0.0899999961257% | Test accuracy: 0.109000004828%
Iteration: 590 | Loss: 2.3011898462 | Training accuracy: 0.189999997616% | Test accuracy: 0.118000008166%
Iteration: 591 | Loss: 2.30118750532 | Training accuracy: 0.0799999982119% | Test accuracy: 0.129000008106%
Iteration: 592 | Loss: 2.30118518829 | Training accuracy: 0.179999992251% | Test accuracy: 0.0960000008345%
Iteration: 593 | Loss: 2.30118759155 | Training accuracy: 0.140000000596% | Test accuracy: 0.116000004113%
Iteration: 594 | Loss: 2.30118869503 | Training accuracy: 0.140000000596% | Test accuracy: 0.0900000035763%
Iteration: 595 | Loss: 2.30118705908 | Training accuracy: 0.0999999940395% | Test accuracy: 0.108000002801%
Iteration: 596 | Loss: 2.30118959228 | Training accuracy: 0.0799999982119% | Test accuracy: 0.115000002086%
Iteration: 597 | Loss: 2.30118843516 | Training accuracy: 0.070000000298% | Test accuracy: 0.10300000757%
Iteration: 598 | Loss: 2.30118752519 | Training accuracy: 0.0999999940395% | Test accuracy: 0.11400000751%
Iteration: 599 | Loss: 2.30118844191 | Training accuracy: 0.119999997318% | Test accuracy: 0.11400000751%
Iteration: 600 | Loss: 2.30118826985 | Training accuracy: 0.109999999404% | Test accuracy: 0.120000004768%
Iteration: 601 | Loss: 2.3011884586 | Training accuracy: 0.0799999982119% | Test accuracy: 0.123000003397%
Iteration: 602 | Loss: 2.30118562619 | Training accuracy: 0.140000000596% | Test accuracy: 0.111000008881%
Iteration: 603 | Loss: 2.30119119326 | Training accuracy: 0.140000000596% | Test accuracy: 0.125%
Iteration: 604 | Loss: 2.30119097908 | Training accuracy: 0.149999991059% | Test accuracy: 0.121000006795%
Iteration: 605 | Loss: 2.30118516127 | Training accuracy: 0.140000000596% | Test accuracy: 0.112000003457%
Iteration: 606 | Loss: 2.30118733327 | Training accuracy: 0.119999997318% | Test accuracy: 0.0930000022054%
Iteration: 607 | Loss: 2.30118731499 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 608 | Loss: 2.3011898609 | Training accuracy: 0.119999997318% | Test accuracy: 0.113000005484%
Iteration: 609 | Loss: 2.30118895968 | Training accuracy: 0.129999995232% | Test accuracy: 0.118000008166%
Iteration: 610 | Loss: 2.30118830283 | Training accuracy: 0.0999999940395% | Test accuracy: 0.106000006199%
Iteration: 611 | Loss: 2.3011868906 | Training accuracy: 0.140000000596% | Test accuracy: 0.112000003457%
Iteration: 612 | Loss: 2.30118743261 | Training accuracy: 0.119999997318% | Test accuracy: 0.120000004768%
Iteration: 613 | Loss: 2.30118836164 | Training accuracy: 0.149999991059% | Test accuracy: 0.11400000751%
Iteration: 614 | Loss: 2.30118580262 | Training accuracy: 0.109999999404% | Test accuracy: 0.0930000022054%
Iteration: 615 | Loss: 2.30118421038 | Training accuracy: 0.129999995232% | Test accuracy: 0.107000008225%
Iteration: 616 | Loss: 2.30118738135 | Training accuracy: 0.149999991059% | Test accuracy: 0.121000006795%
Iteration: 617 | Loss: 2.30118739088 | Training accuracy: 0.170000001788% | Test accuracy: 0.11400000751%
Iteration: 618 | Loss: 2.3011867706 | Training accuracy: 0.0899999961257% | Test accuracy: 0.117000006139%
Iteration: 619 | Loss: 2.30118802746 | Training accuracy: 0.0899999961257% | Test accuracy: 0.119000002742%
Iteration: 620 | Loss: 2.30118908405 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 621 | Loss: 2.30118697961 | Training accuracy: 0.119999997318% | Test accuracy: 0.115000002086%
Iteration: 622 | Loss: 2.30119194905 | Training accuracy: 0.0899999961257% | Test accuracy: 0.11400000751%
Iteration: 623 | Loss: 2.30118573149 | Training accuracy: 0.149999991059% | Test accuracy: 0.124000005424%
Iteration: 624 | Loss: 2.30118951956 | Training accuracy: 0.0999999940395% | Test accuracy: 0.104000002146%
Iteration: 625 | Loss: 2.3011879317 | Training accuracy: 0.0599999986589% | Test accuracy: 0.106000006199%
Iteration: 626 | Loss: 2.30118743817 | Training accuracy: 0.0899999961257% | Test accuracy: 0.130000010133%
Iteration: 627 | Loss: 2.30119060357 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 628 | Loss: 2.30118655086 | Training accuracy: 0.109999999404% | Test accuracy: 0.133000001311%
Iteration: 629 | Loss: 2.30118571957 | Training accuracy: 0.0999999940395% | Test accuracy: 0.105000004172%
Iteration: 630 | Loss: 2.30118638635 | Training accuracy: 0.0899999961257% | Test accuracy: 0.110000006855%
Iteration: 631 | Loss: 2.30119164586 | Training accuracy: 0.129999995232% | Test accuracy: 0.127000004053%
Iteration: 632 | Loss: 2.30119031946 | Training accuracy: 0.140000000596% | Test accuracy: 0.11400000751%
Iteration: 633 | Loss: 2.30118699392 | Training accuracy: 0.189999997616% | Test accuracy: 0.115000002086%
Iteration: 634 | Loss: 2.3011873587 | Training accuracy: 0.0899999961257% | Test accuracy: 0.109000004828%
Iteration: 635 | Loss: 2.30118642886 | Training accuracy: 0.070000000298% | Test accuracy: 0.101000003517%
Iteration: 636 | Loss: 2.30118655443 | Training accuracy: 0.189999997616% | Test accuracy: 0.0980000048876%
Iteration: 637 | Loss: 2.30118677179 | Training accuracy: 0.109999999404% | Test accuracy: 0.0990000069141%
Iteration: 638 | Loss: 2.3011879309 | Training accuracy: 0.070000000298% | Test accuracy: 0.107000008225%
Iteration: 639 | Loss: 2.30119002501 | Training accuracy: 0.109999999404% | Test accuracy: 0.136000007391%
Iteration: 640 | Loss: 2.30118614197 | Training accuracy: 0.0999999940395% | Test accuracy: 0.104000002146%
Iteration: 641 | Loss: 2.30118448218 | Training accuracy: 0.129999995232% | Test accuracy: 0.11400000751%
Iteration: 642 | Loss: 2.3011883688 | Training accuracy: 0.119999997318% | Test accuracy: 0.118000008166%
Iteration: 643 | Loss: 2.30118566513 | Training accuracy: 0.189999997616% | Test accuracy: 0.149000003934%
Iteration: 644 | Loss: 2.30118564129 | Training accuracy: 0.0999999940395% | Test accuracy: 0.10300000757%
Iteration: 645 | Loss: 2.30118998289 | Training accuracy: 0.119999997318% | Test accuracy: 0.120000004768%
Iteration: 646 | Loss: 2.30118575772 | Training accuracy: 0.0899999961257% | Test accuracy: 0.130000010133%
Iteration: 647 | Loss: 2.30119006435 | Training accuracy: 0.0899999961257% | Test accuracy: 0.120000004768%
Iteration: 648 | Loss: 2.3011898907 | Training accuracy: 0.149999991059% | Test accuracy: 0.124000005424%
Iteration: 649 | Loss: 2.30118583759 | Training accuracy: 0.0799999982119% | Test accuracy: 0.101000003517%
Iteration: 650 | Loss: 2.30118567467 | Training accuracy: 0.129999995232% | Test accuracy: 0.112000003457%
Iteration: 651 | Loss: 2.30118524432 | Training accuracy: 0.149999991059% | Test accuracy: 0.124000005424%
Iteration: 652 | Loss: 2.30118510683 | Training accuracy: 0.0799999982119% | Test accuracy: 0.108000002801%
Iteration: 653 | Loss: 2.30118922671 | Training accuracy: 0.0999999940395% | Test accuracy: 0.10300000757%
Iteration: 654 | Loss: 2.30118848999 | Training accuracy: 0.0899999961257% | Test accuracy: 0.125%
Iteration: 655 | Loss: 2.3011888659 | Training accuracy: 0.140000000596% | Test accuracy: 0.120000004768%
Iteration: 656 | Loss: 2.30118625085 | Training accuracy: 0.0599999986589% | Test accuracy: 0.118000008166%
Iteration: 657 | Loss: 2.30118720055 | Training accuracy: 0.0999999940395% | Test accuracy: 0.127000004053%
Iteration: 658 | Loss: 2.30118693511 | Training accuracy: 0.119999997318% | Test accuracy: 0.104000002146%
Iteration: 659 | Loss: 2.30118775884 | Training accuracy: 0.119999997318% | Test accuracy: 0.113000005484%
Iteration: 660 | Loss: 2.30118475318 | Training accuracy: 0.109999999404% | Test accuracy: 0.097000002861%
Iteration: 661 | Loss: 2.30118992011 | Training accuracy: 0.140000000596% | Test accuracy: 0.122000008821%
Iteration: 662 | Loss: 2.30118670066 | Training accuracy: 0.149999991059% | Test accuracy: 0.0910000056028%
Iteration: 663 | Loss: 2.30118921677 | Training accuracy: 0.109999999404% | Test accuracy: 0.0960000008345%
Iteration: 664 | Loss: 2.30118444482 | Training accuracy: 0.0999999940395% | Test accuracy: 0.105000004172%
Iteration: 665 | Loss: 2.30118789474 | Training accuracy: 0.129999995232% | Test accuracy: 0.111000008881%
Iteration: 666 | Loss: 2.3011861968 | Training accuracy: 0.119999997318% | Test accuracy: 0.11400000751%
Iteration: 667 | Loss: 2.30118626396 | Training accuracy: 0.140000000596% | Test accuracy: 0.118000008166%
Iteration: 668 | Loss: 2.30118465066 | Training accuracy: 0.109999999404% | Test accuracy: 0.104000002146%
Iteration: 669 | Loss: 2.30118612289 | Training accuracy: 0.140000000596% | Test accuracy: 0.107000008225%
Iteration: 670 | Loss: 2.30118715048 | Training accuracy: 0.0899999961257% | Test accuracy: 0.105000004172%
Iteration: 671 | Loss: 2.30119158427 | Training accuracy: 0.0999999940395% | Test accuracy: 0.118000008166%
Iteration: 672 | Loss: 2.30118697842 | Training accuracy: 0.109999999404% | Test accuracy: 0.117000006139%
Iteration: 673 | Loss: 2.3011868608 | Training accuracy: 0.140000000596% | Test accuracy: 0.115000002086%
Iteration: 674 | Loss: 2.30118711432 | Training accuracy: 0.0999999940395% | Test accuracy: 0.121000006795%
Iteration: 675 | Loss: 2.30118959943 | Training accuracy: 0.149999991059% | Test accuracy: 0.130000010133%
Iteration: 676 | Loss: 2.30118826548 | Training accuracy: 0.0899999961257% | Test accuracy: 0.113000005484%
Iteration: 677 | Loss: 2.30118823886 | Training accuracy: 0.0899999961257% | Test accuracy: 0.11400000751%
Iteration: 678 | Loss: 2.30118669073 | Training accuracy: 0.0899999961257% | Test accuracy: 0.11400000751%
Iteration: 679 | Loss: 2.30118939638 | Training accuracy: 0.0599999986589% | Test accuracy: 0.119000002742%
Iteration: 680 | Loss: 2.30118587255 | Training accuracy: 0.0599999986589% | Test accuracy: 0.107000008225%
Iteration: 681 | Loss: 2.3011901172 | Training accuracy: 0.149999991059% | Test accuracy: 0.102000005543%
Iteration: 682 | Loss: 2.30118893027 | Training accuracy: 0.0899999961257% | Test accuracy: 0.106000006199%
Iteration: 683 | Loss: 2.3011882635 | Training accuracy: 0.140000000596% | Test accuracy: 0.0990000069141%
Iteration: 684 | Loss: 2.30118749857 | Training accuracy: 0.109999999404% | Test accuracy: 0.112000003457%
Iteration: 685 | Loss: 2.30118758202 | Training accuracy: 0.199999988079% | Test accuracy: 0.101000003517%
Iteration: 686 | Loss: 2.30119170149 | Training accuracy: 0.119999997318% | Test accuracy: 0.137000009418%
Iteration: 687 | Loss: 2.3011869208 | Training accuracy: 0.149999991059% | Test accuracy: 0.108000002801%
Iteration: 688 | Loss: 2.30118518511 | Training accuracy: 0.0899999961257% | Test accuracy: 0.117000006139%
Iteration: 689 | Loss: 2.301186469 | Training accuracy: 0.129999995232% | Test accuracy: 0.104000002146%
Iteration: 690 | Loss: 2.30118762771 | Training accuracy: 0.140000000596% | Test accuracy: 0.129000008106%
Iteration: 691 | Loss: 2.30118569255 | Training accuracy: 0.0899999961257% | Test accuracy: 0.131999999285%
Iteration: 692 | Loss: 2.30118733923 | Training accuracy: 0.119999997318% | Test accuracy: 0.110000006855%
Iteration: 693 | Loss: 2.30118768533 | Training accuracy: 0.109999999404% | Test accuracy: 0.108000002801%
Iteration: 694 | Loss: 2.3011872069 | Training accuracy: 0.070000000298% | Test accuracy: 0.104000002146%
Iteration: 695 | Loss: 2.3011896805 | Training accuracy: 0.109999999404% | Test accuracy: 0.111000008881%
Iteration: 696 | Loss: 2.30118738135 | Training accuracy: 0.0999999940395% | Test accuracy: 0.121000006795%
Iteration: 697 | Loss: 2.30118685603 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 698 | Loss: 2.30118764758 | Training accuracy: 0.140000000596% | Test accuracy: 0.111000008881%
Iteration: 699 | Loss: 2.30118821263 | Training accuracy: 0.109999999404% | Test accuracy: 0.117000006139%
Iteration: 700 | Loss: 2.3011879309 | Training accuracy: 0.109999999404% | Test accuracy: 0.12800000608%
Iteration: 701 | Loss: 2.30118851582 | Training accuracy: 0.109999999404% | Test accuracy: 0.108000002801%
Iteration: 702 | Loss: 2.30118534247 | Training accuracy: 0.0499999970198% | Test accuracy: 0.120000004768%
Iteration: 703 | Loss: 2.30118752917 | Training accuracy: 0.0799999982119% | Test accuracy: 0.108000002801%
Iteration: 704 | Loss: 2.30118475993 | Training accuracy: 0.109999999404% | Test accuracy: 0.129000008106%
Iteration: 705 | Loss: 2.30118708134 | Training accuracy: 0.140000000596% | Test accuracy: 0.111000008881%
Iteration: 706 | Loss: 2.3011863625 | Training accuracy: 0.0799999982119% | Test accuracy: 0.10300000757%
Iteration: 707 | Loss: 2.30118406097 | Training accuracy: 0.140000000596% | Test accuracy: 0.112000003457%
Iteration: 708 | Loss: 2.30118915081 | Training accuracy: 0.109999999404% | Test accuracy: 0.113000005484%
Iteration: 709 | Loss: 2.30118887782 | Training accuracy: 0.149999991059% | Test accuracy: 0.10300000757%
Iteration: 710 | Loss: 2.30118756096 | Training accuracy: 0.129999995232% | Test accuracy: 0.106000006199%
Iteration: 711 | Loss: 2.30118622422 | Training accuracy: 0.0799999982119% | Test accuracy: 0.115000002086%
Iteration: 712 | Loss: 2.30118699511 | Training accuracy: 0.159999996424% | Test accuracy: 0.130000010133%
Iteration: 713 | Loss: 2.30118679086 | Training accuracy: 0.0799999982119% | Test accuracy: 0.117000006139%
Iteration: 714 | Loss: 2.30118792335 | Training accuracy: 0.070000000298% | Test accuracy: 0.131000012159%
Iteration: 715 | Loss: 2.30118837436 | Training accuracy: 0.0999999940395% | Test accuracy: 0.121000006795%
Iteration: 716 | Loss: 2.30118601521 | Training accuracy: 0.119999997318% | Test accuracy: 0.11400000751%
Iteration: 717 | Loss: 2.30118612687 | Training accuracy: 0.109999999404% | Test accuracy: 0.131999999285%
Iteration: 718 | Loss: 2.30118646065 | Training accuracy: 0.109999999404% | Test accuracy: 0.112000003457%
Iteration: 719 | Loss: 2.30118517677 | Training accuracy: 0.0999999940395% | Test accuracy: 0.119000002742%
Iteration: 720 | Loss: 2.30118624965 | Training accuracy: 0.119999997318% | Test accuracy: 0.134000003338%
Iteration: 721 | Loss: 2.3011854891 | Training accuracy: 0.0799999982119% | Test accuracy: 0.116000004113%
Iteration: 722 | Loss: 2.30118958275 | Training accuracy: 0.0499999970198% | Test accuracy: 0.113000005484%
Iteration: 723 | Loss: 2.30119112253 | Training accuracy: 0.0999999940395% | Test accuracy: 0.122000008821%
Iteration: 724 | Loss: 2.30118631562 | Training accuracy: 0.119999997318% | Test accuracy: 0.119000002742%
Iteration: 725 | Loss: 2.30118660649 | Training accuracy: 0.109999999404% | Test accuracy: 0.117000006139%
Iteration: 726 | Loss: 2.30118624091 | Training accuracy: 0.149999991059% | Test accuracy: 0.118000008166%
Iteration: 727 | Loss: 2.30118681153 | Training accuracy: 0.109999999404% | Test accuracy: 0.116000004113%
Iteration: 728 | Loss: 2.30119085073 | Training accuracy: 0.0299999993294% | Test accuracy: 0.102000005543%
Iteration: 729 | Loss: 2.30118281047 | Training accuracy: 0.119999997318% | Test accuracy: 0.118000008166%
Iteration: 730 | Loss: 2.30118616223 | Training accuracy: 0.070000000298% | Test accuracy: 0.121000006795%
Iteration: 731 | Loss: 2.30118638714 | Training accuracy: 0.129999995232% | Test accuracy: 0.106000006199%
Iteration: 732 | Loss: 2.30118737976 | Training accuracy: 0.129999995232% | Test accuracy: 0.119000002742%
Iteration: 733 | Loss: 2.30118491809 | Training accuracy: 0.0799999982119% | Test accuracy: 0.113000005484%
Iteration: 734 | Loss: 2.30118742108 | Training accuracy: 0.109999999404% | Test accuracy: 0.122000008821%
Iteration: 735 | Loss: 2.30118908167 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0990000069141%
Iteration: 736 | Loss: 2.30118661443 | Training accuracy: 0.0899999961257% | Test accuracy: 0.0980000048876%
Iteration: 737 | Loss: 2.30118577639 | Training accuracy: 0.0599999986589% | Test accuracy: 0.108000002801%
Iteration: 738 | Loss: 2.30118902604 | Training accuracy: 0.109999999404% | Test accuracy: 0.102000005543%
Iteration: 739 | Loss: 2.30118790269 | Training accuracy: 0.109999999404% | Test accuracy: 0.0840000063181%
Iteration: 740 | Loss: 2.30118660053 | Training accuracy: 0.109999999404% | Test accuracy: 0.111000008881%
Iteration: 741 | Loss: 2.30119014144 | Training accuracy: 0.0599999986589% | Test accuracy: 0.0930000022054%
Iteration: 742 | Loss: 2.3011887753 | Training accuracy: 0.070000000298% | Test accuracy: 0.11400000751%
Iteration: 743 | Loss: 2.30118711789 | Training accuracy: 0.0999999940395% | Test accuracy: 0.113000005484%
Iteration: 744 | Loss: 2.30118482113 | Training accuracy: 0.0499999970198% | Test accuracy: 0.119000002742%
Iteration: 745 | Loss: 2.30118543466 | Training accuracy: 0.0999999940395% | Test accuracy: 0.110000006855%
Iteration: 746 | Loss: 2.30118530194 | Training accuracy: 0.129999995232% | Test accuracy: 0.118000008166%
Iteration: 747 | Loss: 2.30118724942 | Training accuracy: 0.109999999404% | Test accuracy: 0.118000008166%
Iteration: 748 | Loss: 2.30118849595 | Training accuracy: 0.140000000596% | Test accuracy: 0.112000003457%
Iteration: 749 | Loss: 2.30118595441 | Training accuracy: 0.0999999940395% | Test accuracy: 0.125%
Iteration: 750 | Loss: 2.30118617694 | Training accuracy: 0.119999997318% | Test accuracy: 0.124000005424%
Iteration: 751 | Loss: 2.30118591507 | Training accuracy: 0.0999999940395% | Test accuracy: 0.116000004113%
Iteration: 752 | Loss: 2.30118811687 | Training accuracy: 0.0799999982119% | Test accuracy: 0.116000004113%
Iteration: 753 | Loss: 2.30118963838 | Training accuracy: 0.0399999991059% | Test accuracy: 0.111000008881%
Iteration: 754 | Loss: 2.30118570884 | Training accuracy: 0.129999995232% | Test accuracy: 0.0950000062585%
Iteration: 755 | Loss: 2.30118620118 | Training accuracy: 0.129999995232% | Test accuracy: 0.0940000042319%
Iteration: 756 | Loss: 2.30118792772 | Training accuracy: 0.119999997318% | Test accuracy: 0.115000002086%
Iteration: 757 | Loss: 2.30119048397 | Training accuracy: 0.129999995232% | Test accuracy: 0.115000002086%
Iteration: 758 | Loss: 2.30118930658 | Training accuracy: 0.0599999986589% | Test accuracy: 0.118000008166%
Iteration: 759 | Loss: 2.30118425051 | Training accuracy: 0.0799999982119% | Test accuracy: 0.0950000062585%
Iteration: 760 | Loss: 2.30118659496 | Training accuracy: 0.0899999961257% | Test accuracy: 0.119000002742%
Iteration: 761 | Loss: 2.30118350426 | Training accuracy: 0.0799999982119% | Test accuracy: 0.106000006199%
Iteration: 762 | Loss: 2.30118665218 | Training accuracy: 0.0899999961257% | Test accuracy: 0.115000002086%
Iteration: 763 | Loss: 2.30118498206 | Training accuracy: 0.119999997318% | Test accuracy: 0.125%
Iteration: 764 | Loss: 2.30118591825 | Training accuracy: 0.0899999961257% | Test accuracy: 0.107000008225%
Iteration: 765 | Loss: 2.30118888338 | Training accuracy: 0.140000000596% | Test accuracy: 0.106000006199%
Iteration: 766 | Loss: 2.30118458708 | Training accuracy: 0.0799999982119% | Test accuracy: 0.111000008881%
Iteration: 767 | Loss: 2.30118597746 | Training accuracy: 0.0899999961257% | Test accuracy: 0.116000004113%
Iteration: 768 | Loss: 2.30118679523 | Training accuracy: 0.0899999961257% | Test accuracy: 0.115000002086%
